sequence	start_position_windows	nb_GC	nb_ACGT	nb_MRWSYK	nb_N	GCrate	Nrate	MRWSYKrate
Sc0000348	490000	3599	0	10000	0	0.3599	0	0
Sc0000348	500000	3121	0	9996	4	0.312224889955982	0.0004	0
Sc0000348	510000	3497	0	10000	0	0.3497	0	0
Sc0000348	520000	2958	0	10000	0	0.2958	0	0
Sc0000348	530000	3133	0	10000	0	0.3133	0	0
Sc0000348	540000	3501	0	10000	0	0.3501	0	0
Sc0000348	550000	3450	0	10000	0	0.345	0	0
Sc0000348	560000	3238	0	10000	0	0.3238	0	0
Sc0000348	570000	3325	0	10000	0	0.3325	0	0
Sc0000348	580000	3120	0	9105	895	0.342668863261944	0.0895	0
Sc0000348	590000	3936	0	10000	0	0.3936	0	0
Sc0000348	600000	3505	0	9999	1	0.350535053505351	0.0001	0
Sc0000348	610000	3131	0	10000	0	0.3131	0	0
Sc0000348	620000	3790	0	10000	0	0.379	0	0
Sc0000348	630000	4023	0	8932	1068	0.450403045230631	0.1068	0
Sc0000348	640000	3730	0	10000	0	0.373	0	0
Sc0000348	650000	3508	0	10000	0	0.3508	0	0
Sc0000348	660000	3278	0	9568	432	0.342600334448161	0.0432	0
Sc0000348	670000	3090	0	8053	1947	0.383707934931082	0.1947	0
Sc0000348	680000	2194	0	6600	3400	0.332424242424242	0.34	0
Sc0000348	690000	3124	0	10000	0	0.3124	0	0
Sc0000348	700000	3718	0	10000	0	0.3718	0	0
Sc0000348	710000	3165	0	9874	126	0.3205387887381	0.0126	0
Sc0000348	720000	3351	0	10000	0	0.3351	0	0
Sc0000348	730000	3160	0	10000	0	0.316	0	0
Sc0000348	740000	3210	0	8199	1801	0.391511159897548	0.1801	0
Sc0000348	750000	3710	0	9999	1	0.371037103710371	0.0001	0
Sc0000348	760000	3218	0	10000	0	0.3218	0	0
Sc0000348	770000	3991	0	9715	285	0.41080802882141	0.0285	0
Sc0000348	780000	3447	0	9998	2	0.344768953790758	0.0002	0
Sc0000348	790000	3209	0	10000	0	0.3209	0	0
Sc0000348	800000	3543	0	10000	0	0.3543	0	0
Sc0000349	0	2778	0	10000	0	0.2778	0	0
Sc0000349	10000	3085	0	9993	7	0.30871610127089	0.0007	0
Sc0000349	20000	2875	0	8543	1457	0.336532833899099	0.1457	0
Sc0000349	30000	3598	0	10000	0	0.3598	0	0
Sc0000349	40000	3486	0	10000	0	0.3486	0	0
Sc0000349	50000	3561	0	9999	1	0.356135613561356	0.0001	0
Sc0000349	60000	3609	0	9999	1	0.360936093609361	0.0001	0
Sc0000349	70000	3602	0	10000	0	0.3602	0	0
Sc0000349	80000	3639	0	9998	2	0.363972794558912	0.0002	0
Sc0000349	90000	3454	0	10000	0	0.3454	0	0
Sc0000349	100000	3075	0	10000	0	0.3075	0	0
Sc0000349	110000	3551	0	10000	0	0.3551	0	0
Sc0000349	120000	2644	0	7912	2088	0.33417593528817	0.2088	0
Sc0000349	130000	3210	0	9698	302	0.330996081666323	0.0302	0
Sc0000349	140000	3186	0	10000	0	0.3186	0	0
Sc0000349	150000	3201	0	10000	0	0.3201	0	0
Sc0000349	160000	3133	0	9026	974	0.347108353645025	0.0974	0
Sc0000349	170000	3636	0	9868	132	0.368463721118768	0.0132	0
Sc0000349	180000	3026	0	10000	0	0.3026	0	0
Sc0000349	190000	3583	0	10000	0	0.3583	0	0
Sc0000349	200000	3291	0	10000	0	0.3291	0	0
Sc0000349	210000	3504	0	10000	0	0.3504	0	0
Sc0000349	220000	4150	0	9782	218	0.424248619914128	0.0218	0
Sc0000349	230000	4046	0	10000	0	0.4046	0	0
Sc0000349	240000	3039	0	8932	1068	0.340237348858039	0.1068	0
Sc0000349	250000	3524	0	10000	0	0.3524	0	0
Sc0000349	260000	3525	0	10000	0	0.3525	0	0
Sc0000349	270000	3444	0	10000	0	0.3444	0	0
Sc0000349	280000	3503	0	10000	0	0.3503	0	0
Sc0000349	290000	3804	0	10000	0	0.3804	0	0
Sc0000349	300000	3487	0	9558	442	0.364825277254656	0.0442	0
Sc0000349	310000	3489	0	10000	0	0.3489	0	0
Sc0000349	320000	3292	0	10000	0	0.3292	0	0
Sc0000349	330000	3607	0	10000	0	0.3607	0	0
Sc0000349	340000	3555	0	10000	0	0.3555	0	0
Sc0000349	350000	3707	0	10000	0	0.3707	0	0
Sc0000349	360000	3593	0	10000	0	0.3593	0	0
Sc0000349	370000	3182	0	10000	0	0.3182	0	0
Sc0000349	380000	3667	0	9999	1	0.366736673667367	0.0001	0
Sc0000349	390000	3593	0	10000	0	0.3593	0	0
Sc0000349	400000	3186	0	10000	0	0.3186	0	0
Sc0000349	410000	3724	0	10000	0	0.3724	0	0
Sc0000349	420000	3667	0	10000	0	0.3667	0	0
Sc0000349	430000	3026	0	10000	0	0.3026	0	0
Sc0000349	440000	4237	0	10000	0	0.4237	0	0
Sc0000349	450000	3856	0	10000	0	0.3856	0	0
Sc0000349	460000	3848	0	10000	0	0.3848	0	0
Sc0000349	470000	3733	0	10000	0	0.3733	0	0
Sc0000349	480000	3965	0	10000	0	0.3965	0	0
Sc0000349	490000	3746	0	10000	0	0.3746	0	0
Sc0000349	500000	3846	0	10000	0	0.3846	0	0
Sc0000349	510000	3522	0	9999	1	0.352235223522352	0.0001	0
Sc0000349	520000	3334	0	10000	0	0.3334	0	0
Sc0000349	530000	3482	0	9999	1	0.348234823482348	0.0001	0
Sc0000349	540000	3314	0	10000	0	0.3314	0	0
Sc0000349	550000	3329	0	10000	0	0.3329	0	0
Sc0000349	560000	3616	0	10000	0	0.3616	0	0
Sc0000349	570000	3826	0	10000	0	0.3826	0	0
Sc0000349	580000	3586	0	10000	0	0.3586	0	0
Sc0000349	590000	3393	0	10000	0	0.3393	0	0
Sc0000349	600000	3561	0	9999	1	0.356135613561356	0.0001	0
Sc0000349	610000	3299	0	10000	0	0.3299	0	0
Sc0000349	620000	3307	0	9884	116	0.334581141238365	0.0116	0
Sc0000349	630000	3296	0	10000	0	0.3296	0	0
Sc0000349	640000	3411	0	10000	0	0.3411	0	0
Sc0000349	650000	3575	0	10000	0	0.3575	0	0
Sc0000349	660000	3393	0	10000	0	0.3393	0	0
Sc0000349	670000	2964	0	7543	2457	0.392947103274559	0.2457	0
Sc0000349	680000	4326	0	10000	0	0.4326	0	0
Sc0000349	690000	4046	0	10000	0	0.4046	0	0
Sc0000349	700000	3738	0	9236	764	0.404720658293634	0.0764	0
Sc0000349	710000	4011	0	10000	0	0.4011	0	0
Sc0000349	720000	3515	0	10000	0	0.3515	0	0
Sc0000349	730000	3782	0	10000	0	0.3782	0	0
Sc0000349	740000	3487	0	10000	0	0.3487	0	0
Sc0000349	750000	3366	0	10000	0	0.3366	0	0
Sc0000349	760000	3622	0	10000	0	0.3622	0	0
Sc0000349	770000	3583	0	10000	0	0.3583	0	0
Sc0000349	780000	3380	0	9880	120	0.342105263157895	0.012	0
Sc0000349	790000	2929	0	9771	229	0.299764609558899	0.0229	0
Sc0000349	800000	2057	0	6882	3118	0.298895669863412	0.3118	0
Sc0000350	0	3486	0	9999	1	0.348634863486349	0.0001	0
Sc0000350	10000	3567	0	10000	0	0.3567	0	0
Sc0000350	20000	3948	0	10000	0	0.3948	0	0
Sc0000350	30000	4056	0	9999	1	0.405640564056406	0.0001	0
Sc0000350	40000	3392	0	10000	0	0.3392	0	0
Sc0000350	50000	3817	0	10000	0	0.3817	0	0
Sc0000350	60000	3891	0	9210	790	0.422475570032573	0.079	0
Sc0000350	70000	3340	0	9997	3	0.334100230069021	0.0003	0
Sc0000350	80000	2231	0	6201	3799	0.359780680535398	0.3799	0
Sc0000350	90000	3598	0	10000	0	0.3598	0	0
Sc0000350	100000	3328	0	10000	0	0.3328	0	0
Sc0000350	110000	2972	0	9462	538	0.314098499260199	0.0538	0
Sc0000350	120000	3668	0	9906	94	0.370280637997173	0.0094	0
Sc0000350	130000	3708	0	10000	0	0.3708	0	0
Sc0000350	140000	3796	0	10000	0	0.3796	0	0
Sc0000350	150000	4121	0	9999	1	0.412141214121412	0.0001	0
Sc0000350	160000	4401	0	10000	0	0.4401	0	0
Sc0000350	170000	3473	0	10000	0	0.3473	0	0
Sc0000350	180000	3492	0	10000	0	0.3492	0	0
Sc0000350	190000	2959	0	9779	221	0.302587176602925	0.0221	0
Sc0000350	200000	3292	0	9999	1	0.329232923292329	0.0001	0
Sc0000350	210000	3430	0	9960	40	0.344377510040161	0.004	0
Sc0000350	220000	4493	0	10000	0	0.4493	0	0
Sc0000350	230000	3019	0	10000	0	0.3019	0	0
Sc0000350	240000	2949	0	10000	0	0.2949	0	0
Sc0000350	250000	2879	0	10000	0	0.2879	0	0
Sc0000350	260000	3112	0	9999	1	0.311231123112311	0.0001	0
Sc0000350	270000	2952	0	9399	601	0.314075965528248	0.0601	0
Sc0000350	280000	3740	0	10000	0	0.374	0	0
Sc0000350	290000	4255	0	10000	0	0.4255	0	0
Sc0000350	300000	3133	0	9358	642	0.334793759350289	0.0642	0
Sc0000350	310000	3089	0	10000	0	0.3089	0	0
Sc0000350	320000	3001	0	9999	1	0.3001300130013	0.0001	0
Sc0000350	330000	3307	0	9999	1	0.330733073307331	0.0001	0
Sc0000350	340000	3599	0	10000	0	0.3599	0	0
Sc0000350	350000	3465	0	10000	0	0.3465	0	0
Sc0000350	360000	3521	0	10000	0	0.3521	0	0
Sc0000350	370000	3361	0	9944	56	0.337992759452936	0.0056	0
Sc0000350	380000	3197	0	10000	0	0.3197	0	0
Sc0000350	390000	3554	0	10000	0	0.3554	0	0
Sc0000350	400000	3488	0	10000	0	0.3488	0	0
Sc0000350	410000	3687	0	10000	0	0.3687	0	0
Sc0000350	420000	3462	0	10000	0	0.3462	0	0
Sc0000350	430000	3642	0	10000	0	0.3642	0	0
Sc0000350	440000	3337	0	10000	0	0.3337	0	0
Sc0000350	450000	4392	0	9999	1	0.439243924392439	0.0001	0
Sc0000350	460000	3995	0	10000	0	0.3995	0	0
Sc0000350	470000	3264	0	10000	0	0.3264	0	0
Sc0000350	480000	3210	0	9999	1	0.321032103210321	0.0001	0
Sc0000350	490000	3420	0	10000	0	0.342	0	0
Sc0000350	500000	3338	0	10000	0	0.3338	0	0
Sc0000350	510000	3657	0	10000	0	0.3657	0	0
Sc0000350	520000	4002	0	9999	1	0.4002400240024	0.0001	0
Sc0000350	530000	3240	0	10000	0	0.324	0	0
Sc0000350	540000	3146	0	10000	0	0.3146	0	0
Sc0000350	550000	2934	0	9580	420	0.306263048016701	0.042	0
Sc0000350	560000	2874	0	9901	99	0.29027370972629	0.0099	0
Sc0000350	570000	3245	0	10000	0	0.3245	0	0
Sc0000350	580000	3883	0	10000	0	0.3883	0	0
Sc0000350	590000	3363	0	9476	524	0.354896580835796	0.0524	0
Sc0000350	600000	3224	0	9337	663	0.345292920638321	0.0663	0
Sc0000350	610000	3342	0	9999	1	0.334233423342334	0.0001	0
Sc0000350	620000	3907	0	10000	0	0.3907	0	0
Sc0000350	630000	3364	0	10000	0	0.3364	0	0
Sc0000350	640000	3785	0	9999	1	0.378537853785379	0.0001	0
Sc0000350	650000	3388	0	9999	1	0.338833883388339	0.0001	0
Sc0000350	660000	3110	0	9922	78	0.31344486998589	0.0078	0
Sc0000350	670000	2971	0	10000	0	0.2971	0	0
Sc0000350	680000	3097	0	10000	0	0.3097	0	0
Sc0000350	690000	3465	0	10000	0	0.3465	0	0
Sc0000350	700000	3275	0	10000	0	0.3275	0	0
Sc0000350	710000	3616	0	9999	1	0.361636163616362	0.0001	0
Sc0000350	720000	3806	0	10000	0	0.3806	0	0
Sc0000350	730000	3677	0	10000	0	0.3677	0	0
Sc0000350	740000	3341	0	10000	0	0.3341	0	0
Sc0000350	750000	3716	0	9754	246	0.380971908960426	0.0246	0
Sc0000350	760000	3381	0	9999	1	0.338133813381338	0.0001	0
Sc0000350	770000	3630	0	9984	16	0.363581730769231	0.0016	0
Sc0000350	780000	3929	0	10000	0	0.3929	0	0
Sc0000350	790000	3418	0	9450	550	0.361693121693122	0.055	0
Sc0000351	0	3727	0	9999	1	0.372737273727373	0.0001	0
Sc0000351	10000	3856	0	10000	0	0.3856	0	0
Sc0000351	20000	3790	0	10000	0	0.379	0	0
Sc0000351	30000	3726	0	9999	1	0.372637263726373	0.0001	0
Sc0000351	40000	3374	0	9167	833	0.368059343296607	0.0833	0
Sc0000351	50000	3238	0	8688	1312	0.372697974217311	0.1312	0
Sc0000351	60000	3582	0	10000	0	0.3582	0	0
Sc0000351	70000	3284	0	8947	1053	0.367050407957975	0.1053	0
Sc0000351	80000	3605	0	10000	0	0.3605	0	0
Sc0000351	90000	3670	0	9924	76	0.36981056025796	0.0076	0
Sc0000351	100000	3580	0	10000	0	0.358	0	0
Sc0000351	110000	2072	0	6171	3829	0.335764057689191	0.3829	0
Sc0000351	120000	3066	0	10000	0	0.3066	0	0
Sc0000351	130000	3875	0	10000	0	0.3875	0	0
Sc0000351	140000	3662	0	10000	0	0.3662	0	0
Sc0000351	150000	3736	0	10000	0	0.3736	0	0
Sc0000351	160000	3920	0	10000	0	0.392	0	0
Sc0000351	170000	3419	0	10000	0	0.3419	0	0
Sc0000351	180000	3739	0	9915	85	0.377105395864851	0.0085	0
Sc0000351	190000	3663	0	10000	0	0.3663	0	0
Sc0000351	200000	3586	0	9999	1	0.358635863586359	0.0001	0
Sc0000351	210000	3364	0	10000	0	0.3364	0	0
Sc0000351	220000	3375	0	9484	516	0.355862505272037	0.0516	0
Sc0000351	230000	3671	0	8992	1008	0.408251779359431	0.1008	0
Sc0000351	240000	4358	0	9405	595	0.463370547581074	0.0595	0
Sc0000351	250000	4430	0	10000	0	0.443	0	0
Sc0000351	260000	3252	0	10000	0	0.3252	0	0
Sc0000351	270000	4288	0	10000	0	0.4288	0	0
Sc0000351	280000	4351	0	10000	0	0.4351	0	0
Sc0000351	290000	3273	0	9835	165	0.332791052364006	0.0165	0
Sc0000351	300000	3055	0	9022	978	0.338616714697406	0.0978	0
Sc0000351	310000	4717	0	9658	342	0.488403396148271	0.0342	0
Sc0000351	320000	3270	0	10000	0	0.327	0	0
Sc0000351	330000	3919	0	10000	0	0.3919	0	0
Sc0000351	340000	3844	0	10000	0	0.3844	0	0
Sc0000351	350000	2987	0	9748	252	0.306421830118999	0.0252	0
Sc0000351	360000	3709	0	10000	0	0.3709	0	0
Sc0000351	370000	3626	0	9682	318	0.374509398884528	0.0318	0
Sc0000351	380000	4484	0	10000	0	0.4484	0	0
Sc0000351	390000	3254	0	9993	7	0.32562793955769	0.0007	0
Sc0000351	400000	2928	0	10000	0	0.2928	0	0
Sc0000351	410000	3657	0	9895	105	0.369580596260738	0.0105	0
Sc0000351	420000	3484	0	10000	0	0.3484	0	0
Sc0000351	430000	3441	0	9999	1	0.344134413441344	0.0001	0
Sc0000351	440000	3194	0	8988	1012	0.355362705829996	0.1012	0
Sc0000351	450000	2785	0	7995	2005	0.348342714196373	0.2005	0
Sc0000351	460000	3238	0	10000	0	0.3238	0	0
Sc0000351	470000	4013	0	9873	127	0.406462068266991	0.0127	0
Sc0000351	480000	4035	0	9893	107	0.407864146366117	0.0107	0
Sc0000351	490000	3218	0	10000	0	0.3218	0	0
Sc0000351	500000	2282	0	6896	3104	0.330916473317865	0.3104	0
Sc0000351	510000	3280	0	9998	2	0.328065613122624	0.0002	0
Sc0000351	520000	3195	0	10000	0	0.3195	0	0
Sc0000351	530000	3535	0	10000	0	0.3535	0	0
Sc0000351	540000	3332	0	10000	0	0.3332	0	0
Sc0000351	550000	2985	0	10000	0	0.2985	0	0
Sc0000351	560000	3474	0	8957	1043	0.387853075806632	0.1043	0
Sc0000351	570000	3560	0	10000	0	0.356	0	0
Sc0000351	580000	3765	0	10000	0	0.3765	0	0
Sc0000351	590000	3172	0	9537	463	0.332599349900388	0.0463	0
Sc0000351	600000	3361	0	10000	0	0.3361	0	0
Sc0000351	610000	4741	0	9781	219	0.484715264287905	0.0219	0
Sc0000351	620000	2729	0	7576	2424	0.360216473072862	0.2424	0
Sc0000351	630000	3234	0	9999	1	0.323432343234323	0.0001	0
Sc0000351	640000	3400	0	10000	0	0.34	0	0
Sc0000351	650000	3330	0	10000	0	0.333	0	0
Sc0000351	660000	3386	0	10000	0	0.3386	0	0
Sc0000351	670000	3510	0	10000	0	0.351	0	0
Sc0000351	680000	3095	0	9999	1	0.30953095309531	0.0001	0
Sc0000351	690000	3953	0	10000	0	0.3953	0	0
Sc0000351	700000	3559	0	10000	0	0.3559	0	0
Sc0000351	710000	3602	0	10000	0	0.3602	0	0
Sc0000351	720000	3445	0	10000	0	0.3445	0	0
Sc0000351	730000	3414	0	10000	0	0.3414	0	0
Sc0000351	740000	2725	0	8665	1335	0.314483554529717	0.1335	0
Sc0000351	750000	3423	0	10000	0	0.3423	0	0
Sc0000351	760000	3227	0	10000	0	0.3227	0	0
Sc0000351	770000	2080	0	6136	3864	0.338983050847458	0.3864	0
Sc0000351	780000	3815	0	10000	0	0.3815	0	0
Sc0000351	790000	3238	0	10000	0	0.3238	0	0
Sc0000352	0	2293	0	6063	3937	0.37819561273297	0.3937	0
Sc0000352	10000	3293	0	8893	1107	0.370291240301361	0.1107	0
Sc0000352	20000	3828	0	10000	0	0.3828	0	0
Sc0000352	30000	3398	0	10000	0	0.3398	0	0
Sc0000352	40000	3315	0	9999	1	0.331533153315332	0.0001	0
Sc0000352	50000	2960	0	9610	390	0.308012486992716	0.039	0
Sc0000352	60000	3052	0	7891	2109	0.386769737675833	0.2109	0
Sc0000352	70000	3799	0	10000	0	0.3799	0	0
Sc0000352	80000	4027	0	10000	0	0.4027	0	0
Sc0000352	90000	3208	0	9580	420	0.334864300626305	0.042	0
Sc0000352	100000	3459	0	9999	1	0.345934593459346	0.0001	0
Sc0000352	110000	3828	0	10000	0	0.3828	0	0
Sc0000352	120000	3286	0	10000	0	0.3286	0	0
Sc0000352	130000	4247	0	9996	4	0.424869947979192	0.0004	0
Sc0000352	140000	3319	0	9999	1	0.331933193319332	0.0001	0
Sc0000352	150000	3511	0	10000	0	0.3511	0	0
Sc0000352	160000	3931	0	10000	0	0.3931	0	0
Sc0000352	170000	3386	0	9999	1	0.338633863386339	0.0001	0
Sc0000352	180000	3406	0	9998	2	0.340668133626725	0.0002	0
Sc0000352	190000	2520	0	7983	2017	0.315670800450958	0.2017	0
Sc0000352	200000	3514	0	9938	62	0.353592272086939	0.0062	0
Sc0000352	210000	4751	0	9572	428	0.496343501880485	0.0428	0
Sc0000352	220000	3598	0	10000	0	0.3598	0	0
Sc0000352	230000	3972	0	10000	0	0.3972	0	0
Sc0000352	240000	3490	0	10000	0	0.349	0	0
Sc0000352	250000	3576	0	9905	95	0.36102978293791	0.0095	0
Sc0000352	260000	2865	0	7967	2033	0.359608384586419	0.2033	0
Sc0000352	270000	3490	0	9720	280	0.359053497942387	0.028	0
Sc0000352	280000	3620	0	10000	0	0.362	0	0
Sc0000352	290000	3725	0	10000	0	0.3725	0	0
Sc0000352	300000	3329	0	10000	0	0.3329	0	0
Sc0000352	310000	3681	0	9999	1	0.368136813681368	0.0001	0
Sc0000352	320000	3642	0	10000	0	0.3642	0	0
Sc0000352	330000	3401	0	10000	0	0.3401	0	0
Sc0000352	340000	3684	0	10000	0	0.3684	0	0
Sc0000352	350000	3626	0	9998	2	0.362672534506901	0.0002	0
Sc0000352	360000	3905	0	10000	0	0.3905	0	0
Sc0000352	370000	4284	0	10000	0	0.4284	0	0
Sc0000352	380000	4186	0	9976	24	0.419607056936648	0.0024	0
Sc0000352	390000	3343	0	10000	0	0.3343	0	0
Sc0000352	400000	3784	0	10000	0	0.3784	0	0
Sc0000352	410000	3713	0	10000	0	0.3713	0	0
Sc0000352	420000	3619	0	10000	0	0.3619	0	0
Sc0000352	430000	3588	0	9999	1	0.358835883588359	0.0001	0
Sc0000352	440000	3580	0	9604	396	0.372761349437734	0.0396	0
Sc0000352	450000	3435	0	9999	1	0.343534353435344	0.0001	0
Sc0000352	460000	3459	0	10000	0	0.3459	0	0
Sc0000352	470000	3693	0	10000	0	0.3693	0	0
Sc0000352	480000	3372	0	9484	516	0.355546183045129	0.0516	0
Sc0000352	490000	3724	0	10000	0	0.3724	0	0
Sc0000352	500000	3926	0	10000	0	0.3926	0	0
Sc0000352	510000	3785	0	10000	0	0.3785	0	0
Sc0000352	520000	3621	0	10000	0	0.3621	0	0
Sc0000352	530000	3509	0	10000	0	0.3509	0	0
Sc0000352	540000	3367	0	9999	1	0.336733673367337	0.0001	0
Sc0000352	550000	3422	0	10000	0	0.3422	0	0
Sc0000352	560000	3622	0	9999	1	0.362236223622362	0.0001	0
Sc0000352	570000	3124	0	9677	323	0.322827322517309	0.0323	0
Sc0000352	580000	3676	0	10000	0	0.3676	0	0
Sc0000352	590000	4057	0	10000	0	0.4057	0	0
Sc0000352	600000	4055	0	10000	0	0.4055	0	0
Sc0000352	610000	3231	0	9998	2	0.323164632926585	0.0002	0
Sc0000352	620000	3668	0	10000	0	0.3668	0	0
Sc0000352	630000	3455	0	10000	0	0.3455	0	0
Sc0000352	640000	3607	0	9999	1	0.360736073607361	0.0001	0
Sc0000352	650000	3612	0	10000	0	0.3612	0	0
Sc0000352	660000	3958	0	9977	23	0.3967124386088	0.0023	0
Sc0000352	670000	3890	0	9999	1	0.389038903890389	0.0001	0
Sc0000352	680000	3632	0	10000	0	0.3632	0	0
Sc0000352	690000	3852	0	10000	0	0.3852	0	0
Sc0000352	700000	3687	0	9999	1	0.368736873687369	0.0001	0
Sc0000352	710000	3614	0	9325	675	0.387560321715818	0.0675	0
Sc0000352	720000	3471	0	10000	0	0.3471	0	0
Sc0000352	730000	3571	0	9072	928	0.393628747795414	0.0928	0
Sc0000352	740000	4215	0	10000	0	0.4215	0	0
Sc0000352	750000	4016	0	10000	0	0.4016	0	0
Sc0000352	760000	3715	0	10000	0	0.3715	0	0
Sc0000352	770000	3589	0	10000	0	0.3589	0	0
Sc0000352	780000	3369	0	10000	0	0.3369	0	0
Sc0000352	790000	3861	0	10000	0	0.3861	0	0
Sc0000353	0	3299	0	10000	0	0.3299	0	0
Sc0000353	10000	3500	0	10000	0	0.35	0	0
Sc0000353	20000	3402	0	10000	0	0.3402	0	0
Sc0000353	30000	3402	0	10000	0	0.3402	0	0
Sc0000353	40000	3713	0	10000	0	0.3713	0	0
Sc0000353	50000	3492	0	9999	1	0.349234923492349	0.0001	0
Sc0000353	60000	3715	0	10000	0	0.3715	0	0
Sc0000353	70000	3591	0	9193	807	0.390623300337213	0.0807	0
Sc0000353	80000	2789	0	7644	2356	0.364861329147043	0.2356	0
Sc0000353	90000	3693	0	10000	0	0.3693	0	0
Sc0000353	100000	3300	0	10000	0	0.33	0	0
Sc0000353	110000	3725	0	10000	0	0.3725	0	0
Sc0000353	120000	4152	0	10000	0	0.4152	0	0
Sc0000353	130000	3441	0	10000	0	0.3441	0	0
Sc0000353	140000	3353	0	10000	0	0.3353	0	0
Sc0000353	150000	3242	0	10000	0	0.3242	0	0
Sc0000353	160000	3535	0	9999	1	0.353535353535354	0.0001	0
Sc0000353	170000	3403	0	8458	1542	0.402340978954836	0.1542	0
Sc0000353	180000	3642	0	10000	0	0.3642	0	0
Sc0000353	190000	3304	0	10000	0	0.3304	0	0
Sc0000353	200000	2878	0	9554	446	0.301235084781243	0.0446	0
Sc0000353	210000	4704	0	10000	0	0.4704	0	0
Sc0000353	220000	3491	0	9999	1	0.349134913491349	0.0001	0
Sc0000353	230000	3568	0	10000	0	0.3568	0	0
Sc0000353	240000	3377	0	9743	257	0.346607820999692	0.0257	0
Sc0000353	250000	3467	0	10000	0	0.3467	0	0
Sc0000353	260000	3750	0	10000	0	0.375	0	0
Sc0000353	270000	1951	0	6278	3722	0.310767760433259	0.3722	0
Sc0000353	280000	3354	0	10000	0	0.3354	0	0
Sc0000353	290000	3288	0	9988	12	0.329195034040849	0.0012	0
Sc0000353	300000	3221	0	10000	0	0.3221	0	0
Sc0000353	310000	3374	0	10000	0	0.3374	0	0
Sc0000353	320000	3549	0	10000	0	0.3549	0	0
Sc0000353	330000	3429	0	10000	0	0.3429	0	0
Sc0000353	340000	3615	0	10000	0	0.3615	0	0
Sc0000353	350000	3581	0	9945	55	0.360080442433384	0.0055	0
Sc0000353	360000	4032	0	9696	304	0.415841584158416	0.0304	0
Sc0000353	370000	3325	0	8109	1891	0.410038229128129	0.1891	0
Sc0000353	380000	3231	0	10000	0	0.3231	0	0
Sc0000353	390000	3179	0	9999	1	0.317931793179318	0.0001	0
Sc0000353	400000	3743	0	9889	111	0.378501365153201	0.0111	0
Sc0000353	410000	2378	0	7528	2472	0.315887353878852	0.2472	0
Sc0000353	420000	2684	0	8257	1743	0.325057526946833	0.1743	0
Sc0000353	430000	3386	0	9998	2	0.338667733546709	0.0002	0
Sc0000353	440000	3251	0	10000	0	0.3251	0	0
Sc0000353	450000	3324	0	10000	0	0.3324	0	0
Sc0000353	460000	2671	0	8355	1645	0.31968880909635	0.1645	0
Sc0000353	470000	3002	0	9716	284	0.308974886784685	0.0284	0
Sc0000353	480000	3150	0	10000	0	0.315	0	0
Sc0000353	490000	3440	0	10000	0	0.344	0	0
Sc0000353	500000	3390	0	10000	0	0.339	0	0
Sc0000353	510000	3073	0	10000	0	0.3073	0	0
Sc0000353	520000	3825	0	10000	0	0.3825	0	0
Sc0000353	530000	3896	0	10000	0	0.3896	0	0
Sc0000353	540000	3772	0	10000	0	0.3772	0	0
Sc0000353	550000	3310	0	10000	0	0.331	0	0
Sc0000353	560000	3582	0	10000	0	0.3582	0	0
Sc0000353	570000	3448	0	10000	0	0.3448	0	0
Sc0000353	580000	3471	0	10000	0	0.3471	0	0
Sc0000353	590000	3596	0	10000	0	0.3596	0	0
Sc0000353	600000	2530	0	7417	2583	0.341108264797088	0.2583	0
Sc0000353	610000	3375	0	9682	318	0.348585003098533	0.0318	0
Sc0000353	620000	NA	NA	NA	6617	NA	0.6617	NA
Sc0000353	630000	2971	0	10000	0	0.2971	0	0
Sc0000353	640000	3312	0	10000	0	0.3312	0	0
Sc0000353	650000	2950	0	10000	0	0.295	0	0
Sc0000353	660000	2918	0	10000	0	0.2918	0	0
Sc0000353	670000	2898	0	10000	0	0.2898	0	0
Sc0000353	680000	2742	0	8857	1143	0.30958563847804	0.1143	0
Sc0000353	690000	3437	0	10000	0	0.3437	0	0
Sc0000353	700000	2612	0	8030	1970	0.325280199252802	0.197	0
Sc0000353	710000	3142	0	10000	0	0.3142	0	0
Sc0000353	720000	3072	0	10000	0	0.3072	0	0
Sc0000353	730000	3457	0	10000	0	0.3457	0	0
Sc0000353	740000	3225	0	10000	0	0.3225	0	0
Sc0000353	750000	3264	0	10000	0	0.3264	0	0
Sc0000353	760000	3095	0	10000	0	0.3095	0	0
Sc0000353	770000	3114	0	10000	0	0.3114	0	0
Sc0000353	780000	2858	0	10000	0	0.2858	0	0
Sc0000353	790000	2956	0	9999	1	0.295629562956296	0.0001	0
Sc0000354	0	3399	0	10000	0	0.3399	0	0
Sc0000354	10000	2938	0	8169	1831	0.35965234422818	0.1831	0
Sc0000354	20000	3519	0	10000	0	0.3519	0	0
Sc0000354	30000	4474	0	10000	0	0.4474	0	0
Sc0000354	40000	4087	0	10000	0	0.4087	0	0
Sc0000354	50000	2390	0	7502	2498	0.318581711543588	0.2498	0
Sc0000354	60000	3404	0	10000	0	0.3404	0	0
Sc0000354	70000	3457	0	9449	551	0.365858821039263	0.0551	0
Sc0000354	80000	3642	0	10000	0	0.3642	0	0
Sc0000354	90000	3976	0	10000	0	0.3976	0	0
Sc0000354	100000	3247	0	10000	0	0.3247	0	0
Sc0000354	110000	3897	0	10000	0	0.3897	0	0
Sc0000354	120000	3956	0	10000	0	0.3956	0	0
